ID,Candidate State,Age Range,Sex,Protected category,Study area,Study Title,Years Experience,Sector,Year of insertion,Year of Recruitment,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,City,Province,Region
72934,In selection,26 - 30 years,Male,,Other,Five-year degree,[0],Automotive,2023,,,,,,,,,,,28-30 K,32-34 K,CHIAVARI,Genoa,Liguria
72946,In selection,26 - 30 years,Male,,Other scientific subjects,Professional qualification,[5-7],Telecom,2022,,,,,,,,,,,,,MONZA,Monza-Brianza,Lombardy
72948,First contact,< 20 years,Male,,Mechanical engineering,Five-year degree,[7-10],Machining - Heavy Industry,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
72960,Imported,31 - 35 years,Male,,electronic Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72963,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
72965,In selection,26 - 30 years,Male,,Management Engineering,Five-year degree,[1-3],Automotive,2020,,,,,,,,,,,,,SAN VITO DEI NORMANNI,Brindisi,Puglia
72968,QM,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0-1],Others,2022,,,,,,,,,,,Not available,Not available,GIOVINAZZO,Bari,Puglia
72981,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MARSALA,Trapani,Sicily
72994,Imported,20 - 25 years,Male,,electronic Engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
73019,First contact,20 - 25 years,Female,,Informatics,Three-year degree,[1-3],Others,2023,,,,,,,,,,,,,CASTENASO,Bologna,Emilia Romagna
73021,Imported,26 - 30 years,Male,,Electrical Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,CHIVASSO,Turin,Piedmont
73023,Imported,26 - 30 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CORATO,Bari,Puglia
73027,First contact,20 - 25 years,Male,,Mechanical engineering,Five-year degree,[1-3],Others,2022,,,,,,,,,,,,,NAPLES,Naples,Campania
73028,Imported,26 - 30 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73031,First contact,31 - 35 years,Male,,Informatics,Five-year degree,[0],Consulting,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
73034,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,FRANCAVILLA AL MARE,Chieti,Abruzzo
73038,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PIETRAGALLA,Power,Basilicata
73041,First contact,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,HERCULANEUM,Naples,Campania
73042,Imported,40 - 45 years,Female,,Communication Sciences,Three-year degree,[0],,2021,,,,,,,,,,,,,VEROLI,Frosinone,Lazio
73048,In selection,< 20 years,Male,,electronic Engineering,Five-year degree,[0],Telecom,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73060,Imported,20 - 25 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CHIERI,Turin,Piedmont
73065,Imported,26 - 30 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PERUGIA,Perugia,Umbria
73068,Imported,26 - 30 years,Male,,Energy and Nuclear Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MOGLIANO,Macerata,Marche
73071,In selection,40 - 45 years,Male,,Automotive Engineering,Five-year degree,[5-7],Automotive,2023,,,,,,,,,,,30-32 K,34-36 K,ROME,Rome,Lazio
73082,First contact,20 - 25 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,FOGGIA,Foggia,Puglia
73083,First contact,31 - 35 years,Male,,Other,High school graduation,[+10],Others,2022,,,,,,,,,,,,,SALUGGIA,Vercelli,Piedmont
73084,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PASTURANA,Alessandria,Piedmont
73090,Imported,20 - 25 years,Male,,chemical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,RUVO DI PUGLIA,Bari,Puglia
73091,First contact,< 20 years,Male,,Mechanical engineering,Five-year degree,[+10],Others,2022,,,,,,,,,,,,,LOMAGNA,Lecco,Lombardy
73103,Imported,31 - 35 years,Male,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,PONTECORVO,Frosinone,Lazio
73106,Imported,26 - 30 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73121,Imported,26 - 30 years,Male,,Information Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73125,In selection,36 - 40 years,Male,,Informatics,High school graduation,[1-3],Services and Information Systems,2022,,,,,,,,,,,38-40 K,44-46 K,COLOGNO MONZESE,Milan,Lombardy
73132,Imported,36 - 40 years,Male,,computer engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
73134,First contact,31 - 35 years,Male,,chemical engineering,Five-year degree,[0],Life sciences,2023,,,,,,,,,,,Not available,Not available,ROME,Rome,Lazio
73139,First contact,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,MONTEPRANDONE,Ascoli-Piceno,Marche
73142,First contact,20 - 25 years,Male,,Informatics,Five-year degree,[0],Others,2022,,,,,,,,,,,,,SAN GEVASIO TRUSSES,Bergamo,Lombardy
73147,In selection,31 - 35 years,Male,,industrial engineering,Five-year degree,[5-7],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73152,In selection,< 20 years,Male,,Scientific maturity,High school graduation,[0],Others,2023,,,,,,,,,,,,,ARAGON,Agrigento,Sicily
73153,Imported,26 - 30 years,Male,,Other,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73155,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CASALGRASSO,Cuneo,Piedmont
73161,Imported,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,ACRE,Cosenza,Calabria
73162,Imported,26 - 30 years,Male,,electronic Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TARANTO,Taranto,Puglia
73169,Imported,20 - 25 years,Female,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BITONTO,Bari,Puglia
73176,First contact,> 45 years,Male,,Other,Three-year degree,[+10],Services and Information Systems,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
73209,In selection,< 20 years,Male,,Informatics,Five-year degree,[3-5],Services and Information Systems,2023,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
73210,In selection,20 - 25 years,Male,,Management Engineering,Five-year degree,[1-3],Services and Information Systems,2021,,,,,,,,,,,30-32 K,32-34 K,CHIETI,Chieti,Abruzzo
73212,Imported,26 - 30 years,Female,,industrial engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CASALE MONFERRATO,Alessandria,Piedmont
73217,QM,> 45 years,Male,,Mechanical engineering,Five-year degree,[+10],Oil and Gas,2022,,,,,,,,,,,,+ 50 K,SESTO FIORENTINO,Florence,Tuscany
73219,Imported,20 - 25 years,Female,,electronic Engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,BOVES,Cuneo,Piedmont
73220,Imported,20 - 25 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TARANTO,Taranto,Puglia
73239,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BRA,Cuneo,Piedmont
73245,Imported,20 - 25 years,Male,,Biomedical Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,BISCEGLIE,Barletta-Andria-Trani,Puglia
73267,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CASALE MONFERRATO,Alessandria,Piedmont
73277,Vivier,31 - 35 years,Male,,Electrical Engineering,master's degree,[7-10],Oil and Gas,2019,,,,,,,,,,,20-22 K,20-22 K,CASTIADAS,Cagliari,Sardinia
73279,In selection,< 20 years,Male,,Informatics,Five-year degree,[7-10],Services and Information Systems,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73296,In selection,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],Automotive,2020,,,,,,,,,,,,,GUARENE,Cuneo,Piedmont
73298,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SCAPACCINO ENGRAVED,Asti,Piedmont
73309,Imported,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[0-1],,2021,,,,,,,,,,,,,TARANTO,Taranto,Puglia
73329,Imported,< 20 years,Male,,Informatics,Three-year degree,[0],,2023,,,,,,,,,,,,,POWER,Power,Basilicata
73334,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
73339,Imported,26 - 30 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,VERCELLI,Vercelli,Piedmont
73340,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,LODI,Lodi,Lombardy
73346,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73353,Imported,20 - 25 years,Female,,industrial engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,GALLICO,Reggio-Calabria,Calabria
73354,In selection,26 - 30 years,Male,,industrial engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,DORNO,Pavia,Lombardy
73373,Imported,20 - 25 years,Female,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,SAN GILLIO,Turin,Piedmont
73374,Imported,20 - 25 years,Male,,Energy and Nuclear Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,COVERAGE,Lecce,Puglia
73392,Imported,26 - 30 years,Female,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,BORGOSESIA,Vercelli,Piedmont
73396,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,BARI,Bari,Puglia
73405,Imported,20 - 25 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,FRANCAVILLA FONTANA,Brindisi,Puglia
73423,Imported,26 - 30 years,Male,,Materials Science and Engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,LORANZE',Turin,Piedmont
73425,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SEVIGNANO,Trento,Trentino Alto Adige
73429,Imported,26 - 30 years,Male,,electronic Engineering,Three-year degree,[0-1],,2021,,,,,,,,,,,,,BARI,Bari,Puglia
73433,Hired,31 - 35 years,Male,,electronic Engineering,Three-year degree,[3-5],Services and Information Systems,2019,2019,Milan,Engineering,Junior Consultant,,,,,,,,,SAN GIOVANNI A PIRO,Salerno,Campania
73434,First contact,> 45 years,Male,,Surveyor,High school graduation,[+10],Oil and Gas,2020,,,,,,,,,,,Not available,Not available,BRINDISI,Brindisi,Puglia
73439,Imported,31 - 35 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73443,QM,> 45 years,Male,,Naval Engineering,Three-year degree,[+10],Oil and Gas,2021,,,,,,,,,,,,,ROMANIA,(STATE),(OVERSEAS)
73448,Imported,26 - 30 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TRINITAPOLI,Barletta-Andria-Trani,Puglia
73460,First contact,20 - 25 years,Female,,Mathematics,Five-year degree,[0-1],Life sciences,2023,,,,,,,,,,,,Not available,ARCORE,Monza-Brianza,Lombardy
73462,First contact,20 - 25 years,Male,,Other scientific subjects,High school graduation,[0],Others,2022,,,,,,,,,,,,,BRACCIANO,Rome,Lazio
73463,Imported,26 - 30 years,Female,,Other,master's degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
73473,Imported,20 - 25 years,Male,,Mechanical engineering,Five-year degree,[0],,2023,,,,,,,,,,,,,TURIN,Turin,Piedmont
73475,First contact,> 45 years,Male,,Other,High school graduation,[+10],Oil and Gas,2021,,,,,,,,,,,,,ROMANIA,(STATE),(OVERSEAS)
73478,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,CAPRAROLA,Viterbo,Lazio
73493,Imported,26 - 30 years,Male,,Electrical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SWIMMING POOL,Turin,Piedmont
73495,Imported,26 - 30 years,Male,,Management Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MILAN,Milan,Lombardy
73505,Imported,20 - 25 years,Male,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MOLA DI BARI,Bari,Puglia
73516,In selection,26 - 30 years,Male,,computer engineering,Five-year degree,[0],Services and Information Systems,2021,,,,,,,,,,,,26-28 K,TURIN,Turin,Piedmont
73524,In selection,< 20 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,master's degree,[5-7],Aeronautics,2021,,,,,,,,,,,,,NOVARA,Novara,Piedmont
73528,First contact,40 - 45 years,Male,,computer engineering,Five-year degree,[+10],Services and Information Systems,2019,,,,,,,,,,,+ 50 K,+ 50 K,ROME,Rome,Lazio
73538,First contact,26 - 30 years,Female,,chemical engineering,Five-year degree,[0],Life sciences,2023,,,,,,,,,,,Not available,Not available,ROME,Rome,Lazio
73539,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73551,QM,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],Aeronautics,2022,,,,,,,,,,,,,PALERMO,Palermo,Sicily
73552,First contact,< 20 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0-1],Automotive,2023,,,,,,,,,,,28-30 K,30-32 K,CATANZARO,Catanzaro,Calabria
73560,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,MILAZZO,Messina,Sicily
73568,First contact,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73584,Hired,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2019,2019,Turin,Engineering,Junior Consultant,,,,,,,,,VOLPIANO,Turin,Piedmont
73589,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Automotive,2023,,,,,,,,,,,,,BOLOGNA,Bologna,Emilia Romagna
73598,First contact,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],Life sciences,2022,,,,,,,,,,,,,MILAN,Milan,Lombardy
73601,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,FOGGIA,Foggia,Puglia
73604,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73607,Hired,26 - 30 years,Male,,Surveyor,High school graduation,[5-7],Oil and Gas,2023,2023,Toasts,Tech Consulting & Solutions,Consultant,[+10],30-32K,34-36K,Three-year degree,Civil/Civil and Environmental Engineering,Milan,26-28 K,28-30 K,GELA,Caltanissetta,Sicily
73610,First contact,40 - 45 years,Male,,electronic Engineering,Five-year degree,[5-7],Others,2022,,,,,,,,,,,,,VAPRIO D'ADDA,Milan,Lombardy
73618,First contact,< 20 years,Male,,Mechanical engineering,High school graduation,[+10],Automotive,2023,,,,,,,,,,,38-40 K,42-44 K,CHIOGGIA,Venice,Veneto
73631,Imported,20 - 25 years,Male,,Information Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73632,In selection,< 20 years,Male,,Economic - Statistics,Three-year degree,[7-10],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73638,Imported,20 - 25 years,Male,,Automation/Mechatronics Engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,BARI,Bari,Puglia
73682,First contact,36 - 40 years,Male,,Surveyor,High school graduation,[+10],Oil and Gas,2023,,,,,,,,,,,Not available,Not available,CERNUSCO SUL NAVIGLIO,Milan,Lombardy
73683,Imported,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73686,Imported,26 - 30 years,Male,,computer engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73691,In selection,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[1-3],Automotive,2020,,,,,,,,,,,,,CHIERI,Turin,Piedmont
73698,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2021,,,,,,,,,,,,,FOGGIA,Foggia,Puglia
73710,Imported,> 45 years,Male,,electronic Engineering,Three-year degree,[0],,2023,,,,,,,,,,,,,VERCELLI,Vercelli,Piedmont
73741,First contact,40 - 45 years,Male,,Accounting,High school graduation,[+10],Consulting,2022,,,,,,,,,,,,,ROME,Rome,Lazio
73748,Hired,36 - 40 years,Male,,Other scientific subjects,High school graduation,[1-3],Aeronautics,2023,2023,Bari,Tech Consulting & Solutions,Consultant,[1-3],,,Five-year degree,Mechanical engineering,Valenzano,,,CAROVIGNO,Brindisi,Puglia
73752,Imported,26 - 30 years,Female,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,GIAVENO,Turin,Piedmont
73755,First contact,> 45 years,Male,,Other,High school graduation,[+10],Others,2022,,,,,,,,,,,,,LIMBIATE,Monza-Brianza,Lombardy
73757,First contact,26 - 30 years,Female,,electronic Engineering,Three-year degree,[0],Others,2022,,,,,,,,,,,,,CATANIA,Catania,Sicily
73762,In selection,20 - 25 years,Male,,Informatics,High school graduation,[0-1],Services and Information Systems,2023,,,,,,,,,,,,,BORGO PRIOLO,Pavia,Lombardy
73771,In selection,26 - 30 years,Male,,electronic Engineering,Five-year degree,[5-7],Others,2023,,,,,,,,,,,,,MODENA,Modena,Emilia Romagna
73772,First contact,20 - 25 years,Male,,chemical engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,URBANIA,Pesaro-Urbino,Marche
73775,Imported,26 - 30 years,Female,,Mechanical engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,SAN GIUSEPPE VESUVIANO,Naples,Campania
73780,In selection,26 - 30 years,Male,,Mechanical engineering,Three-year degree,[5-7],Automotive,2022,,,,,,,,,,,22-24 K,,ASCOLI PICENO,Ascoli-Piceno,Marche
73782,First contact,26 - 30 years,Male,,computer engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,NOLA,Naples,Campania
73793,First contact,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2023,,,,,,,,,,,,,BRESCIA,Brescia,Lombardy
73794,Imported,20 - 25 years,Male,,computer engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MOTTA MONTECORVINO,Foggia,Puglia
73800,Imported,26 - 30 years,Male,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,FANO,Pesaro-Urbino,Marche
73802,First contact,< 20 years,Male,,electronic Engineering,Three-year degree,[+10],Automotive,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73805,In selection,20 - 25 years,Male,,Other,High school graduation,[0],Naval,2023,,,,,,,,,,,,,SARZANA,La-Spezia,Liguria
73812,Imported,26 - 30 years,Male,,Mathematical-physical modeling for engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,SAN CIPRIANO D'AVERSA,Caserta,Campania
73824,First contact,< 20 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[3-5],Automotive,2023,,,,,,,,,,,,,PAVIA,Pavia,Lombardy
73835,Imported,26 - 30 years,Female,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,MODUGNO,Bari,Puglia
73842,First contact,26 - 30 years,Male,,Informatics,Five-year degree,[0],Aeronautics,2021,,,,,,,,,,,,,MASSA,Massa-Carrara,Tuscany
73846,Imported,20 - 25 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,MOLFETTA,Bari,Puglia
73849,First contact,26 - 30 years,Male,,Other,Three-year degree,[0-1],Others,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73859,QM,40 - 45 years,Male,,Scientific maturity,High school graduation,[+10],Services and Information Systems,2023,,,,,,,,,,,22-24 K,24-26 K,CAMPOBASSO,Campobasso,Molise
73886,In selection,> 45 years,Male,,Surveyor,High school graduation,[+10],Oil and Gas,2022,,,,,,,,,,,,30-32 K,SYRACUSE,Syracuse,Sicily
73889,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73896,First contact,26 - 30 years,Male,,Informatics,Five-year degree,[1-3],Consulting,2022,,,,,,,,,,,,,MEDA,Monza-Brianza,Lombardy
73899,Imported,26 - 30 years,Male,,Biomedical Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,CAGLIARI,Cagliari,Sardinia
73900,Imported,26 - 30 years,Male,,Automation/Mechatronics Engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,RAVENNA,Ravenna,Emilia Romagna
73904,Imported,20 - 25 years,Male,,Mechanical engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,CORIGLIANO D'OTRANTO,Lecce,Puglia
73908,Imported,20 - 25 years,Female,,Biomedical Engineering,Three-year degree,[0],,2022,,,,,,,,,,,,,SAN BARTOLOMEO IN GALDO,Benevento,Campania
73909,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0-1],,2023,,,,,,,,,,,,,ANDRIA,Barletta-Andria-Trani,Puglia
73916,Hired,26 - 30 years,Male,,Automotive Engineering,Five-year degree,[0-1],Automotive,2022,2022,Modena,Engineering,Junior Consultant,[0],,24-26K,Five-year degree,Mechanical engineering,Modena,,,MODENA,Modena,Emilia Romagna
73924,First contact,31 - 35 years,Male,,Mechanical engineering,Five-year degree,[1-3],Others,2022,,,,,,,,,,,,,ORTE,Viterbo,Lazio
73944,Imported,26 - 30 years,Male,,computer engineering,Five-year degree,[0],,2022,,,,,,,,,,,,,TURIN,Turin,Piedmont
73946,Imported,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],,2021,,,,,,,,,,,,,TURIN,Turin,Piedmont
73949,In selection,26 - 30 years,Male,,Mechanical engineering,Five-year degree,[0],Others,2022,,,,,,,,,,,,,QUINZANO D'OGLIO,Brescia,Lombardy
73951,In selection,26 - 30 years,Female,,Biomedical Engineering,Five-year degree,[0],,2020,,,,,,,,,,,,,MARTINSICURO,Teramo,Abruzzo
